review_id,image_path,source_image_id,proposed_class,source_question,source_answer,perceptual_group_id,review_status,review_label,review_notes
V2-0154,traffic512final/img_0256.jpg,img_0256.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0250,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0155,traffic512final/img_0257.jpg,img_0257.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0251,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0156,traffic512final/img_0258.jpg,img_0258.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0252,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0157,traffic512final/img_0259.jpg,img_0259.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0253,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0158,traffic512final/img_0260.jpg,img_0260.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0254,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0159,traffic512final/img_0279.jpg,img_0279.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0273,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0160,traffic512final/img_0317.jpg,img_0317.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0311,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0161,traffic512final/img_0404.jpg,img_0404.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0311,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0162,traffic512final/img_0438.jpg,img_0438.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0384,rejected,,Wrong or insufficiently visible 40 km/h sign.
V2-0163,traffic512final/img_0449.jpg,img_0449.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0384,rejected,,Wrong or insufficiently visible 40 km/h sign.
V2-0164,traffic512final/img_0584.jpg,img_0584.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0518,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0165,traffic512final/img_1077.jpg,img_1077.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0995,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0166,traffic512final/img_0054.jpg,img_0054.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed Limit,group_0054,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0167,traffic512final/img_0086.jpg,img_0086.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0086,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0168,traffic512final/img_0167.jpg,img_0167.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed Limit,group_0167,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0169,traffic512final/img_0323.jpg,img_0323.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0317,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0170,traffic512final/img_0366.jpg,img_0366.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0356,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0171,traffic512final/img_0390.jpg,img_0390.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0356,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0172,traffic512final/img_0403.jpg,img_0403.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0317,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0173,traffic512final/img_0520.jpg,img_0520.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0454,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0174,traffic512final/img_0524.jpg,img_0524.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0458,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0175,traffic512final/img_0557.jpg,img_0557.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0491,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0176,traffic512final/img_0596.jpg,img_0596.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0530,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0177,traffic512final/img_0640.jpg,img_0640.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0574,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0178,traffic512final/img_0644.jpg,img_0644.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0578,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0179,traffic512final/img_0822.jpg,img_0822.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0745,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0180,traffic512final/img_0874.jpg,img_0874.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed Limit,group_0797,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0181,traffic512final/img_0875.jpg,img_0875.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed Limit,group_0798,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0182,traffic512final/img_0886.jpg,img_0886.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0807,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0183,traffic512final/img_1004.jpg,img_1004.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed Limit,group_0924,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0184,traffic512final/img_1072.jpg,img_1072.jpg,maximum_speed_limit_80_km_h,what does this traffic sign indicate?,Speed,group_0991,approved,,Visually consistent with maximum_speed_limit_80_km_h.
V2-0185,traffic512final/img_0050.jpg,img_0050.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0050,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0186,traffic512final/img_0066.jpg,img_0066.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0066,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0187,traffic512final/img_0067.jpg,img_0067.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0067,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0188,traffic512final/img_0076.jpg,img_0076.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0076,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0189,traffic512final/img_0077.jpg,img_0077.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0077,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0190,traffic512final/img_0332.jpg,img_0332.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0326,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0191,traffic512final/img_0333.jpg,img_0333.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0326,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0192,traffic512final/img_0421.jpg,img_0421.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0326,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0193,traffic512final/img_0521.jpg,img_0521.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0455,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0194,traffic512final/img_0577.jpg,img_0577.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0511,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0195,traffic512final/img_0585.jpg,img_0585.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0519,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0196,traffic512final/img_0629.jpg,img_0629.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0563,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0197,traffic512final/img_0928.jpg,img_0928.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0848,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0198,traffic512final/img_0955.jpg,img_0955.jpg,no_entry,What does this traffic sign indicate?,No Entry,group_0875,rejected,,Does not match the standard no-entry class; appears to be a different prohibition/road-layout sign.
V2-0199,traffic512final/img_0956.jpg,img_0956.jpg,no_entry,What does this traffic sign indicate?,No Entry,group_0876,rejected,,Does not match the standard no-entry class; appears to be a different prohibition/road-layout sign.
V2-0200,traffic512final/img_0957.jpg,img_0957.jpg,no_entry,What does this traffic sign indicate?,No Entry,group_0877,rejected,,Non-standard/ambiguous no-entry presentation; exclude from clean external benchmark.
V2-0201,traffic512final/img_1075.jpg,img_1075.jpg,no_entry,What does this traffic sign indicate?,No entry,group_0994,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0202,traffic512final/img_0064.jpg,img_0064.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0064,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0203,traffic512final/img_0097.jpg,img_0097.jpg,no_right_turn,What does this traffic sign indicate?,No right turn,group_0097,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0204,traffic512final/img_0158.jpg,img_0158.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0158,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0205,traffic512final/img_0166.jpg,img_0166.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0166,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0206,traffic512final/img_0281.jpg,img_0281.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0275,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0207,traffic512final/img_0513.jpg,img_0513.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0447,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0208,traffic512final/img_0535.jpg,img_0535.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0469,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0209,traffic512final/img_0552.jpg,img_0552.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0486,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0210,traffic512final/img_0553.jpg,img_0553.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0487,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0211,traffic512final/img_0666.jpg,img_0666.jpg,no_right_turn,What does this traffic sign indicate?,No right turn,group_0600,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0212,traffic512final/img_0927.jpg,img_0927.jpg,no_right_turn,What does this traffic sign indicate?,No Right Turn,group_0847,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0213,traffic512final/img_0051.jpg,img_0051.jpg,one_way,What does this traffic sign indicate?,One way,group_0051,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0214,traffic512final/img_0071.jpg,img_0071.jpg,one_way,What does this traffic sign indicate?,one way,group_0071,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0215,traffic512final/img_0072.jpg,img_0072.jpg,one_way,What does this traffic sign indicate?,one way,group_0072,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0216,traffic512final/img_0101.jpg,img_0101.jpg,one_way,What does this traffic sign indicate?,One way,group_0101,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0217,traffic512final/img_0157.jpg,img_0157.jpg,one_way,What does this traffic sign indicate?,one way,group_0157,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0218,traffic512final/img_0165.jpg,img_0165.jpg,one_way,What does this traffic sign indicate?,one way,group_0165,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0219,traffic512final/img_0334.jpg,img_0334.jpg,one_way,What does this traffic sign indicate?,One way,group_0327,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0220,traffic512final/img_0335.jpg,img_0335.jpg,one_way,What does this traffic sign indicate?,One way,group_0327,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0221,traffic512final/img_0423.jpg,img_0423.jpg,one_way,What does this traffic sign indicate?,One way,group_0327,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0222,traffic512final/img_0487.jpg,img_0487.jpg,one_way,What does this traffic sign indicate?,One way,group_0421,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0223,traffic512final/img_0518.jpg,img_0518.jpg,one_way,What does this traffic sign indicate?,One way,group_0452,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0224,traffic512final/img_0582.jpg,img_0582.jpg,one_way,What does this traffic sign indicate?,One way,group_0516,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0225,traffic512final/img_0609.jpg,img_0609.jpg,one_way,What does this traffic sign indicate?,One way,group_0543,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0226,traffic512final/img_0611.jpg,img_0611.jpg,one_way,What does this traffic sign indicate?,One way,group_0545,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0227,traffic512final/img_0631.jpg,img_0631.jpg,one_way,What does this traffic sign indicate?,One way,group_0565,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0228,traffic512final/img_0674.jpg,img_0674.jpg,one_way,What does this traffic sign indicate?,One way,group_0608,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0229,traffic512final/img_0923.jpg,img_0923.jpg,one_way,What does this traffic sign indicate?,One way,group_0843,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0230,traffic512final/img_1076.jpg,img_1076.jpg,one_way,What does this traffic sign indicate?,One way,group_0989,rejected,,Semantic mismatch: images do not show a conventional one-way sign.
V2-0231,traffic512final/img_0068.jpg,img_0068.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0068,approved,,Visually consistent with pass_either_side.
V2-0232,traffic512final/img_0073.jpg,img_0073.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0073,approved,,Visually consistent with pass_either_side.
V2-0233,traffic512final/img_0164.jpg,img_0164.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0164,approved,,Visually consistent with pass_either_side.
V2-0234,traffic512final/img_0225.jpg,img_0225.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0219,approved,,Visually consistent with pass_either_side.
V2-0235,traffic512final/img_0226.jpg,img_0226.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0220,approved,,Visually consistent with pass_either_side.
V2-0236,traffic512final/img_0301.jpg,img_0301.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0295,rejected,,No clearly identifiable pass-either-side sign.
V2-0237,traffic512final/img_0467.jpg,img_0467.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0401,approved,,Visually consistent with pass_either_side.
V2-0238,traffic512final/img_0599.jpg,img_0599.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0533,approved,,Visually consistent with pass_either_side.
V2-0239,traffic512final/img_0665.jpg,img_0665.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0599,approved,,Visually consistent with pass_either_side.
V2-0240,traffic512final/img_0924.jpg,img_0924.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0844,approved,,Visually consistent with pass_either_side.
V2-0241,traffic512final/img_0925.jpg,img_0925.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0845,approved,,Visually consistent with pass_either_side.
V2-0242,traffic512final/img_1014.jpg,img_1014.jpg,pass_either_side,What does this traffic sign indicate?,Vehicles may pass on either side,group_0934,approved,,Visually consistent with pass_either_side.
V2-0243,traffic512final/img_0003.jpg,img_0003.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0003,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0244,traffic512final/img_0032.jpg,img_0032.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0032,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0245,traffic512final/img_0038.jpg,img_0038.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0038,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0246,traffic512final/img_0181.jpg,img_0181.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0180,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0247,traffic512final/img_0189.jpg,img_0189.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0186,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0248,traffic512final/img_0199.jpg,img_0199.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0186,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0249,traffic512final/img_0265.jpg,img_0265.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0259,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0250,traffic512final/img_0276.jpg,img_0276.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0270,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0251,traffic512final/img_0289.jpg,img_0289.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0283,rejected,,Unclear or mismatched pedestrian-crossing-ahead example.
V2-0252,traffic512final/img_0313.jpg,img_0313.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0307,rejected,,Unclear or mismatched pedestrian-crossing-ahead example.
V2-0253,traffic512final/img_0314.jpg,img_0314.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0308,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0254,traffic512final/img_0341.jpg,img_0341.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0331,rejected,,Unclear or mismatched pedestrian-crossing-ahead example.
V2-0255,traffic512final/img_0344.jpg,img_0344.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0334,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0256,traffic512final/img_0349.jpg,img_0349.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0339,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0257,traffic512final/img_0351.jpg,img_0351.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0341,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0258,traffic512final/img_0355.jpg,img_0355.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0345,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0259,traffic512final/img_0358.jpg,img_0358.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0348,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0260,traffic512final/img_0369.jpg,img_0369.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0359,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0261,traffic512final/img_0393.jpg,img_0393.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0359,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0262,traffic512final/img_0425.jpg,img_0425.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0334,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0263,traffic512final/img_0430.jpg,img_0430.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0376,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0264,traffic512final/img_0433.jpg,img_0433.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0379,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0265,traffic512final/img_0434.jpg,img_0434.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0380,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0266,traffic512final/img_0435.jpg,img_0435.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0381,approved,,Visually consistent with pedestrian_crossing_ahead.
V2-0267,traffic512final/img_0441.jpg,img_0441.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0376,approved,,Approved: visually consistent with the proposed class.
V2-0268,traffic512final/img_0444.jpg,img_0444.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0379,approved,,Approved: visually consistent with the proposed class.
V2-0269,traffic512final/img_0447.jpg,img_0447.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0380,approved,,Approved: visually consistent with the proposed class.
V2-0270,traffic512final/img_0448.jpg,img_0448.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0381,approved,,Approved: visually consistent with the proposed class.
V2-0271,traffic512final/img_0514.jpg,img_0514.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0448,approved,,Approved: visually consistent with the proposed class.
V2-0272,traffic512final/img_0527.jpg,img_0527.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0461,approved,,Approved: visually consistent with the proposed class.
V2-0273,traffic512final/img_0533.jpg,img_0533.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0467,approved,,Approved: visually consistent with the proposed class.
V2-0274,traffic512final/img_0537.jpg,img_0537.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0471,approved,,Approved: visually consistent with the proposed class.
V2-0275,traffic512final/img_0566.jpg,img_0566.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0500,approved,,Approved: visually consistent with the proposed class.
V2-0276,traffic512final/img_0576.jpg,img_0576.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0510,approved,,Approved: visually consistent with the proposed class.
V2-0277,traffic512final/img_0646.jpg,img_0646.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0580,approved,,Approved: visually consistent with the proposed class.
V2-0278,traffic512final/img_0662.jpg,img_0662.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0596,approved,,Approved: visually consistent with the proposed class.
V2-0279,traffic512final/img_0668.jpg,img_0668.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0602,approved,,Approved: visually consistent with the proposed class.
V2-0280,traffic512final/img_0688.jpg,img_0688.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0622,approved,,Approved: visually consistent with the proposed class.
V2-0281,traffic512final/img_0699.jpg,img_0699.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0633,approved,,Approved: visually consistent with the proposed class.
V2-0282,traffic512final/img_0700.jpg,img_0700.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0634,approved,,Approved: visually consistent with the proposed class.
V2-0283,traffic512final/img_0709.jpg,img_0709.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0643,approved,,Approved: visually consistent with the proposed class.
V2-0284,traffic512final/img_0712.jpg,img_0712.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0646,approved,,Approved: visually consistent with the proposed class.
V2-0285,traffic512final/img_0714.jpg,img_0714.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0648,approved,,Approved: visually consistent with the proposed class.
V2-0286,traffic512final/img_0716.jpg,img_0716.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0650,approved,,Approved: visually consistent with the proposed class.
V2-0287,traffic512final/img_0723.jpg,img_0723.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0657,approved,,Approved: visually consistent with the proposed class.
V2-0288,traffic512final/img_0733.jpg,img_0733.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0667,approved,,Approved: visually consistent with the proposed class.
V2-0289,traffic512final/img_0803.jpg,img_0803.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0726,approved,,Approved: visually consistent with the proposed class.
V2-0290,traffic512final/img_0815.jpg,img_0815.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0738,rejected,,Rejected: proposed sign is not clearly identifiable enough for a clean benchmark sample.
V2-0291,traffic512final/img_0824.jpg,img_0824.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0747,approved,,Approved: visually consistent with the proposed class.
V2-0292,traffic512final/img_0825.jpg,img_0825.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0748,approved,,Approved: visually consistent with the proposed class.
V2-0293,traffic512final/img_0839.jpg,img_0839.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0762,approved,,Approved: visually consistent with the proposed class.
V2-0294,traffic512final/img_0851.jpg,img_0851.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0774,approved,,Approved: visually consistent with the proposed class.
V2-0295,traffic512final/img_0853.jpg,img_0853.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0776,approved,,Approved: visually consistent with the proposed class.
V2-0296,traffic512final/img_0855.jpg,img_0855.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0778,approved,,Approved: visually consistent with the proposed class.
V2-0297,traffic512final/img_0863.jpg,img_0863.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0786,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0298,traffic512final/img_0883.jpg,img_0883.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0806,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0299,traffic512final/img_0884.jpg,img_0884.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0806,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
